name,token_id,token_uri,creatoraddress,erc
Bankrupt FTX Yacht Club,1046,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/1046.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,108,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/108.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,1182,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/1182.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,1255,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/1255.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,1298,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/1298.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,1313,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/1313.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,1320,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/1320.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,1344,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/1344.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,1364,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/1364.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,1427,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/1427.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,1533,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/1533.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,1612,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/1612.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,167,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/167.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,1866,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/1866.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,1952,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/1952.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,2007,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/2007.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,2175,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/2175.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,223,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/223.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,2298,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/2298.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,2370,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/2370.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,2432,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/2432.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,2467,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/2467.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,2505,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/2505.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,2527,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/2527.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,2540,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/2540.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,2579,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/2579.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,2597,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/2597.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
Bankrupt FTX Yacht Club,2737,ipfs://QmPurRhbMyC5MgLXuRPGBRYvWfNvJMGBUh9fq7Esuygorx/2737.json,0xfb751688fb355b9dc9f41bb83cf39490022dbe23
